UserId,Number,ResponseId,Trigger,Trigger Devices Copy,Trigger Capabilities,Trigger variables copy,Action,Action Devices,Action Capabilities,Action Variables Copy,Action Inputs,Extra Comment,Frequency,Weeks,Time,Schedule,Execution Indicator,Trigger Conditions
29,224,r-1jvctezkfloduml,(!Bedroom.MOTION SENSOR.motion),Motion Sensor,motion,active,LIGHT BULB.switch(on),Light Bulb,switch,on,switch1.off(),,FD,Anytime,"11-13,13-17,17-20,20-6",Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [12, 15, 19, 20], [], [5, 11, 16, 17], [], [], [12, 13, 18, 22], [4, 12, 14, 18], [], [12, 14, 17, 21], [5, 11, 14, 18], [], [11, 15, 18, 20], [], [], [5, 12, 15, 18], [11, 14, 18, 21], [], [11, 13, 17, 22], [], [], [11, 14, 19, 20], [3, 12, 13, 17], []]",t_motionSensor1.motion=='active'
29,225,r-1jvctezkfloduml,Pulse Monitor < 50,Pulse Monitor,pulse,lesser,Call emergency contact,Phone,notification,notify,notify_phone(),,NS,Not sure,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [15], [], [1, 4, 10, 23], [0, 5, 16, 22], [], [], [], [], [], [], [1, 12], [], [], [], [], [], [], [], [], [], [], [], []]",t_switch1.switchState.getValue() == 'on'
29,226,r-1jvctezkfloduml,(!MOTION SENSOR.motion),Motion Sensor,motion,active,ROBOT VACUUM.switch(),Robot Vacuum,switch,on,switch1.on(),,FD,Anytime,"11-13,13-17",Executed at random (e.g. |  every time I enter the room),"[[], [12, 15], [12, 16], [12, 13, 15], [12, 13], [], [], [], [], [], [11, 14, 16], [], [], [12, 13], [], [], [], [11, 13, 14], [11, 15], [11, 13], [], [], [11, 14], [], [11, 15], [12, 13, 15], [], [12, 15, 16]]",t_motionSensor1.motion=='active'
30,227,r-2roqehi46yvdthx,It is morning and user leaves home,Morning && null,switch && locationMode,on-away,turn off lights,Light Bulb,switch,off,switch1.off(),"time == ""morning"" and ",FW,Weekday,11-Jun,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [], [], [], [], [], [], [6, 7, 8, 10], [6], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",location.mode == 'home'
30,228,r-2roqehi46yvdthx,Nobody is in the home,null,locationMode,away,turn off lights,Light Bulb,switch,off,switch1.off(),,FD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[0, 18], [0, 22], [], [], [1, 17], [], [13, 22], [2, 20], [], [], [9], [0, 9, 10, 14, 19], [], [14, 18], [2, 3, 17], [], [], [5, 7, 15, 21, 23], [], [], [9], [8, 23], [6, 11, 21], [2, 9], [1, 2, 7, 11], [19, 22], [3, 6], [7, 16, 17, 22]]",location.mode == 'away'
30,229,r-2roqehi46yvdthx,user opens door,Door Sensor,door,open,turn on lights,Light Bulb,switch,on,switch1.on(),,MD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[6, 7, 9, 11, 13, 16, 18, 19, 21], [], [], [], [], [0, 4, 7, 12, 13, 16, 19, 22], [], [], [], [1, 2, 9, 10, 14, 15, 17, 22], [0, 2, 7, 9, 10, 14, 16, 23], [6, 11, 13, 14, 22], [], [4, 14, 16, 17, 18, 23], [2, 5, 7, 8, 11, 12], [], [1, 6, 8, 9, 23], [2, 7, 8, 16, 20], [], [4, 6, 7, 9, 10, 17, 22, 23], [4, 8, 17, 18, 19], [], [0, 3, 9, 12, 17, 21, 23], [7, 8, 9, 10, 17, 19, 20, 22], [1, 6, 11, 13, 19], [2, 3, 7, 14, 17, 18, 20], [], [5, 12, 14, 17, 20, 23]]",t_door1.door == 'open'
30,230,r-2roqehi46yvdthx,user leaves home AND cooktop is on,null && Induction CookTop,locationMode && switch,away-on,notify user on smartphone,Phone,notification,notify,notify_phone(),,FM,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [9], [], [], [], [], [], [], [], [], [], [], [], [], [12], [], [], [], [], [], [], [], [12], [], [], [14], [16], []]",location.mode == 'away' && t_switch1.switchState.getValue() == 'on'
30,231,r-2roqehi46yvdthx,it has been a day since last cleaning,Robot Vacuum,switch,on,switch on robot vacuum AND setRobotCleanerCleaningMode to Auto,Robot Vacuum,switch,on,switch1.on&& switch1.setMode('auto'),,FW,Anytime,13-Nov,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [11], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [11], [], [], [], [], [], [], []]",t_switch1.switchState.getValue() == 'on'
30,232,r-2roqehi46yvdthx,Humidity too low,Humidity Sensor,humidity,lesser,switch on humidifier,Humidifier,switch,on,switch1.on(),,FD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[6, 11, 20], [0, 2, 3, 21], [22], [], [1, 3], [], [1, 4, 16, 21], [], [], [0, 2, 6, 11, 21], [], [], [9, 15, 18, 22, 23], [4, 8, 14, 17, 18], [], [22], [], [], [], [2, 11, 13], [7, 9, 18], [], [8], [1, 10, 21], [4], [], [], [11]]",t_relativeHumidityMeasurement1.humidity < 5
30,233,r-2roqehi46yvdthx,Humidity too high AND temperature too high,Humidity Sensor && Temperature Sensor,humidity && temperature,greater-greater,switch on air conditioner,Air Conditioner,thermostat,auto,thermostat1.auto(),,FD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [10], [2, 23], [8, 9, 12, 19], [], [4, 14, 16, 18], [19, 23], [11], [4], [], [12, 18, 23], [], [6, 16], [10, 11, 14, 19, 23], [2, 4, 6], [23], [], [0, 11], [7], [12], [], [3, 5, 16, 22], [11, 12, 22, 23], [5], [4, 10, 11, 14], [11, 12], [2, 6, 10, 17], []]",t_relativeHumidityMeasurement1.humidity > 5 && t_temperatureMeasurement1.currentTemperature.toInteger() > 80
30,234,r-2roqehi46yvdthx,user wakes up,Sleep Monitor,switch,not_sleeping,make coffee,Coffee Maker,switch,on,switch1.on(),,FW,Anytime,11-Jun,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [], [], [], [], [], [], [7, 8], [10], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",t_sleepSensor1.sleeping == 'not sleeping'
30,235,r-2roqehi46yvdthx,if user leaves house,null,locationMode,away,lock doors to house,Door Lock,lock,lock,lock1.lock(),,FD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[1], [7, 23], [0, 1, 20], [4], [1, 10, 23], [], [], [], [2, 5, 14, 18], [], [], [], [6, 16, 21], [10, 11, 22], [], [12], [15, 17, 23], [10, 11], [4, 5, 13, 23], [], [], [9, 13, 14, 16], [], [1], [6, 8, 22], [3, 4], [4, 20], [15, 21, 22]]",location.mode == 'away'
30,237,r-2roqehi46yvdthx,if any sensor is outside norm,null,locationMode,away,notify user,Phone,notification,notify,thermostat1.off(),,FM,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[0, 7, 17, 18, 19, 23], [2, 6, 7, 13, 14], [], [], [], [1, 17, 21, 22], [3, 6, 12, 13, 14], [0, 10, 11, 12, 13, 15, 22], [3, 4, 6, 9, 12, 13], [], [], [], [], [], [3, 8, 11, 15, 16, 19, 21], [0, 3, 7, 12, 13, 14, 20], [], [0, 6, 8, 13, 14, 23], [], [], [0, 4, 6, 9, 12, 13, 16, 17, 21], [1, 4, 5, 6, 9, 16, 19, 21], [], [], [7, 10, 18, 23], [2, 8, 12, 14, 15], [], []]",location.mode == 'away'
30,238,r-2roqehi46yvdthx,if air purifier quality is low,Air Purifier,airQuality,lesser,purify air,Air Purifier,switch,on,switch1.on(),,MD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[2, 5, 7, 8, 10, 11, 13, 14, 16], [], [4, 12, 14, 16, 17, 20, 21], [], [], [], [0, 4, 5, 6, 11, 15, 18], [], [0, 6, 9, 15, 16, 18, 22], [4, 6, 10, 17, 18, 20, 22], [], [], [2, 6, 7, 12, 15, 16, 20, 21], [], [0, 1, 2, 8, 12, 23], [4, 5, 6, 8, 11, 14, 23], [0, 5, 8, 13, 17, 19, 21], [0, 2, 5, 8, 16, 17, 20, 21], [], [], [], [], [], [], [2, 7, 10, 12, 16, 20, 22], [2, 7, 9, 10, 14, 15, 18, 22], [1, 5, 6, 9, 10, 19, 22], [4, 5, 8, 11, 13, 15, 19, 23]]",t_airQualitySensor1.airQuality >5
30,239,r-2roqehi46yvdthx,sleep monitor detects sleeping in specific,Sleep Monitor,sleeping,sleeping,turn off lights in specific room,Light Bulb,switch,off,switch1.off(),,FW,Anytime,20-6,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [2, 5, 23], [], [], [], [], [], [3, 5, 20, 21], []]",t_sleepSensor1.sleeping == 'sleeping'
30,240,r-2roqehi46yvdthx,motion at front door,Motion Sensor,motion,active,turn on lights AND notify user,Light Bulb && Phone,switch && nofication,on-notify,switch1.on() && notify_phone(),,MD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[4, 7, 11, 13, 14, 18], [3, 9, 10, 14, 19, 22], [], [4, 6, 9, 13, 18], [3, 6, 9, 11, 16, 17], [5, 7, 11, 16, 19], [2, 12, 13, 19, 21, 23], [1, 2, 3, 5, 7, 17, 22], [0, 2, 5, 19, 23], [], [], [], [1, 3, 11, 12, 13, 19, 20], [], [0, 7, 17, 19, 22], [1, 2, 3, 4, 7, 14, 15, 22], [1, 3, 4, 5, 7, 10, 14], [], [0, 2, 12, 18, 22], [3, 5, 10, 20, 21], [2, 6, 7, 8, 9, 13, 18, 23], [1, 4, 11, 16], [], [0, 1, 3, 6, 8, 11, 21], [1, 5, 6, 7, 8, 13, 18, 21], [], [], []]",motionSensor1.motion=='active'
31,244,r-sdzxdocunidjldj,it is time for me to wake up (e.g. my morning alarm goes off),Morning Alarm,alarm,siren,turn the coffee maker on AND open my windowShade.,Coffee Maker && Shades/ Blinds,switch && contact,on-open,switch1.on() && contactSensor1.open(),"time == ""morning""",FW,Weekday,11-Jun,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [7, 8, 9, 10], [], [], [], [], [], [], [], [6, 8, 10], [], [], [], [], [], [], [6, 8, 10], [], [], [], [], [], [8], [6]]",alarm1.alarm == 'siren'
31,245,r-sdzxdocunidjldj,I put my phone on Do Not Disturb AND I start charging it (e.g. I go to bed),Night,switch,on,lock my house |  close the garage door |  turn off all of the lights |  turn off the coffeeMaker |  turn off the smartTV |  turn off the speaker |  close my windowShade |  and turn off the Gas Stove. (Note: If any of these are already off |  they will remain off),Door Lock && Garage Door Opener && Light Bulb && Coffee Maker && Smart TV && Shades/Blinds,lock && door && switch && switch && switch && contact,lock-closed-off-off-off-close,lock1.lock() && doorControl1.close() && switch1.off(); switch2.off();switch3.off() && contactSensor1.closed(),"time == ""night""",FD,Anytime,20-6,Manually-triggered (e.g. |  a button press),"[[3, 5, 21], [], [], [1], [1, 2, 4], [], [], [3, 22], [2, 3, 4, 21], [], [23], [], [0, 1, 20, 21, 23], [], [23], [4, 5, 22], [21, 23], [2, 3, 4, 21], [1, 2, 21, 23], [], [20, 21, 22, 23], [], [], [1, 2, 20, 22], [3, 20, 23], [2, 4, 23], [4, 21, 22], []]",lock1.lock() && doorControl1.close() && switch1.off(); switch2.off();switch3.off() && contactSensor1.closed()
31,246,r-sdzxdocunidjldj,securityAlarm AND no one is home,Security Alarm && null,alarm && locationMode,siren-away,email me the alarm information AND text me AND call me AND Lock the doors AND (turn on all of the lights AND set the lights to strobe blue and red) AND put the speaker on high volume to a random station AND turn on the Smart TV AND open all of the blinds AND alert the police.,Door Lock && Light Bulb && Speaker && Smart TV,lock && switch && switch && switch,lock-on-on-on,notify_phone() switch1.on() && lock1.lock() && switch2.on() &&switch3.on(),,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [19], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",alarm1.alarm == 'siren' && location.mode == 'Away'
31,247,r-sdzxdocunidjldj,family is on vacation AND it is morning,null && Morning,locationMode && switch,vacation-on,turn off Air Cooler AND open shades AND turn on radio for 1 hour AND send sensor information in email,Air Cooler && Shades/Blinds && Audio Player && Phone,switch && contact && switch && notification,off-open-on-notify,switch1.on() && contactSensor1.open() && notify_phone(),"&& time == ""morning""",NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [1, 12, 15, 16, 23], [], [], [], [], [], [], [], [8, 11, 20], [], [], [13, 20], [], [], [], [8], [], [8, 12, 18], [], [], [], [], []]",location.mode == 'Vacation'
31,248,r-sdzxdocunidjldj,family is on vacation AND it is night,null && Night,locationMode && switch,vacation-on,close shades AND turn on Lights for 4 hours AND turn on radio for 1 hour AND send sensor information in email,Shades/Blinds && Light Bulb && Phone,contact && switch && notification,closed-on-notify,contactSensor1.closed() && switch1.on() && notify_phone(),"&& time == ""night""",NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [3, 11, 19], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [4, 5, 6, 7, 16], [], [], [], [8, 13], [], [], []]",location.mode == 'Vacation'
31,249,r-sdzxdocunidjldj,it is going to be cold tomorrow,External Temperature Low,switch,on,send alert to my phone to bring a coat AND warm house up when needed,Phone && Thermostat,notification && thermostat,notify-auto,notify_phone() &&thermostat.auto(),,FW,Anytime,"6-11,11-13",Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [9, 12], [], [], [], [], [], [], [7, 12], [], [], [], [], [], [], [], [], [], [], [], [], [], [6, 11], []]",t_switch1.switchState.getValue() == 'on'
31,250,r-sdzxdocunidjldj,it is going to rain tomorrow,Weather Station,rain,on,remind me to bring an umbrella AND close my doors AND close my windows,Phone && Door Sensor && Contact,notification && door && contact,notify-close-close,notify_phone() && doorControl1.closed() && contactSensor1.close(),,FW,Anytime,"6-11,20-6",Scheduled-time (e.g. |  brew coffee at 7 am) | Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [4, 8], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [8, 9, 20], [], [], [], [], [], [], []]",t_switch1.switchState.getValue() == 'on'
31,251,r-sdzxdocunidjldj,(welcomed) guest at door,Doorbell,button,pushed,unlock door AND text me,Door Lock && Phone,lock && notification,unlock-notify,lock1.unlock() && notify_phone(),,FW,Weekend,"11-13,13-17,17-20",Scheduled-time (e.g. |  brew coffee at 7 am) | Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [12, 14, 17], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",t_alarm1.alarm=='siren'
32,253,r-snlsfkgrouxomhx,Car presence AND Car on,Presence Sensor,presence,present,Open Garage,Garage Door Opener,door,open,doorControl1.open(),,FD,Anytime,"6-11,20-6",Executed at random (e.g. |  every time I enter the room),"[[], [], [], [3, 7, 22], [5, 7, 8, 22], [2, 4, 6], [], [], [], [], [4, 9], [9, 10, 23], [], [1, 7, 10], [8, 9, 20], [], [0, 8, 9], [], [], [2, 3, 10], [], [5, 9], [], [9, 23], [3, 8], [7, 8, 22, 23], [], [2, 9, 10]]",t_presenceSensor1.presenceState.getValue() == 'present'
32,254,r-snlsfkgrouxomhx,<device> NOT presence,Presence Sensor,presence,not_present,lock Door,Door Lock,lock,lock,lock1.lock(),,FD,Anytime,"6-11,20-6",Executed at random (e.g. |  every time I enter the room),"[[0, 1, 6, 10], [6, 21], [2, 3, 6, 10], [5, 9], [], [2, 7, 20], [], [0, 8], [0, 8], [2, 6, 10], [], [], [], [], [1, 7, 10], [], [9, 23], [0, 4, 7], [0, 6, 7], [], [7, 20], [3, 6, 10], [0, 1, 7, 8], [3, 9], [], [], [], []]",t_presenceSensor1.presenceState.getValue() == 'not present'
33,255,r-1qrbcgnonzkg8rw,it is night AND the Open/Close Sensor is Open,Night && Contact Sensor,switch && contact,on-open,turn on an alarm,Security Alarm,alarm,both,alarm1.siren(),"time == ""night"" && ",FD,Anytime,20-6,Executed at random (e.g. |  every time I enter the room),"[[], [1, 3, 5, 20, 21], [4], [], [0, 3, 4], [4, 5, 20], [], [0], [], [4], [1, 4, 5, 22], [4, 22, 23], [], [0, 2], [0, 2, 4, 20], [21], [], [3, 23], [5, 22], [], [], [], [], [], [1, 5], [2], [], [0, 2, 3, 21]]",t_contactSensor1.contact == 'open'
33,256,r-1qrbcgnonzkg8rw,the Humidity Sensor is registering High,Humidity Sensor,humidity,greater,turn off the Smart Mirror,Smart Mirror,switch,off,switch1.off(),,FD,Anytime,11-Jun,Executed at random (e.g. |  every time I enter the room),"[[6], [], [7], [], [], [6, 8, 10], [6, 10], [7, 9, 10], [], [], [], [8], [6, 7, 8, 10], [6, 9, 10], [], [10], [6, 7, 10], [], [8, 9, 10], [], [6, 7, 8, 10], [6, 7, 9], [7, 9, 10], [], [], [], [], []]",t_relativeHumidityMeasurement1.humidity > 5
33,257,r-1qrbcgnonzkg8rw,the Refrigerator door is open,Refrigerator,door,open,turn on an alarm,Security Alarm,alarm,both,alarm1.strobe(),,FD,Anytime,"6-11,11-13,17-20",Executed at random (e.g. |  every time I enter the room),"[[], [10, 12, 19], [10, 11, 19], [], [8, 11, 17], [9, 12, 18], [8, 11, 19], [], [6, 12, 18], [], [9, 12, 18], [], [9, 11, 17], [6, 11, 18], [7, 12, 19], [9, 12, 18], [], [9, 12, 19], [10, 11, 18], [8, 12, 19], [10, 11, 18], [], [], [], [9, 12, 19], [], [7, 12, 19], []]",t_door1.door == 'open'
33,258,r-1qrbcgnonzkg8rw,the Doorbell is triggered,Doorbell,button,pushed,turn on the Security Camera,Security Camera,switch,on,switch1.on(),,FW,Weekday,"13-17,17-20",Manually-triggered (e.g. |  a button press),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [13, 14, 17, 19], [], [], [], [], [], [], [], [], [], [], [], [], [16, 17], [13, 19]]",t_button1.buttton == 'pushed'
34,259,r-1iorc2uhqakwmcw,it is when my alarm is set to go off AND it is a weekday,Security Alarm,alarm,siren,Coffee Maker switch on AND Thermostat setHeatingSetpoint +3 degrees AND Light Bulb setMode Morning,Coffee Maker && Thermostat && Light Bulb,switch && thermostat && switch,on-heat-on,switch1.on() && thermostat1.setHeatingSetPoint(75) && switch2.on(),,FW,Weekday,11-Jun,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [6, 8, 10], [], [], [], [], [], [], [], [], [], [], [], [], [], [6, 8, 10], [6, 10], [], [], [], [], [], [7], []]",t_alarm1.alarm == 'siren'
34,260,r-1iorc2uhqakwmcw,Beacon Device senses phone presence outside front door AND it is weekday,Beacon Device,presence,present,Thermostat setHeatingSetPoint -3 degrees AND Light Bulb switch off AND Bread Maker switch on AND Bread Maker setCompletionTime 5 pm,Thermostat && Light Bulb && Bread Maker,thermostat && switch && switch,cool-off-on,thermostat1.setHeatingSetpoint(70) && switch1.on() && switch2.off(),,FW,Weekday,11-Jun,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [6], [], [], [], [], [], [], [], [], [], [], [], [], [7, 10], [], [], [], [], [], [], [], []]",t_presenceSensor1.presenceState.getValue() == 'present'
34,261,r-1iorc2uhqakwmcw,Beacon Device senses phone presence outside front door AND it is evening,Beacon Device && Evening,presence && switch,not_present-on,Thermostat setHeatingSetPoint +3 degrees AND Light Bulb switch on AND Bread Maker sessionStatus stop,Thermostat && Light Bulb && Bread Maker,thermostat && switch && switch,heat-on-off,thermostat1.setHeatingSetpoint(63) && switch1.on() && switch2.off(),,FW,Weekday,13-17,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [14, 15, 16], [13, 14, 15], [], [], [], [], [], [], [13, 14, 15, 16], [], [], [], [], [], [], [13, 15, 16], [], [], [], [], [], [13, 14, 15], []]",t_presenceSensor1.presenceState.getValue() == 'not present'
35,262,r-2mzjport1hvxhfz,Away,null,locationMode,away,robot vacuum on,Robot Vacuum,switch,on,switch1.on(),,FW,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [0, 7, 18, 20], [8, 13, 15, 20, 22], [], [], [], [], [], [], [], [], [], [], [], [], [1, 10, 19], [], [], [], [], [], [], [], []]",location.mode == 'away'
35,263,r-2mzjport1hvxhfz,Away,null,locationMode,away,AC off,Air Conditioner,thermostat,off,thermostat1.off(),,FW,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [0, 18, 23], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",location.mode === 'away'
35,264,r-2mzjport1hvxhfz,Away,null,locationMode,away,Gas Stove off,Gas Stove,switch,off,switch1.off(),,FW,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [1, 13, 16, 18, 21], [3, 14, 18], [], [], [], [], [], [], []]",location.mode == 'away'
35,265,r-2mzjport1hvxhfz,Away,null,locationMode,away,microwave/oven off,Microwave Oven,switch,off,switch1.off(),,FW,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [3, 9, 11, 22, 23], [], [], [], [], [], [], [], [], [], [], [], [], [], [14], [], [], [], [], [], [], [2, 3, 8, 17, 20]]",location.mode == 'away'
35,266,r-2mzjport1hvxhfz,Away,null,locationMode,away,waterheat off,Water Heater,switch,off,switch1.off(),,FW,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [3, 9, 11, 22, 23], [], [], [], [], [], [], [], [], [], [], [], [], [], [14], [], [], [], [], [], [], [2, 3, 8, 17, 20]]",location.mode === 'away'
35,267,r-2mzjport1hvxhfz,receive sms OR temperature sensor < 20 C OR temperature sensor > 27,Temperature Sensor,temperature,lesser,ac on,Air Conditioner,thermostat,auto,thermostat1.auto(),,FW,Anytime,anytime,Manually-triggered (e.g. |  a button press),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [1, 13, 16, 18, 21], [3, 14, 18], [], [], [], [], [], [], []]",t_temperatureMeasurement1.currentTemperature.toInteger() < 60 || t_temperatureMeasurement1.currentTemperature.toInteger() > 80
35,270,r-2mzjport1hvxhfz,dust detect signal bad air quality,Dust Detector,dustLevel,greater,air purifier on,Air Purifier,switch,on,switch1.on(),,FW,Anytime,anytime,Manually-triggered (e.g. |  a button press),"[[], [], [], [], [], [4, 6, 10, 12, 20], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",t_dustSensor1.dustLevel > 5
35,272,r-2mzjport1hvxhfz,morning,Morning,switch,on,curtain/shades open,Shades/Blinds,contact,open,contactSensor1.open(),,FD,Weekday,11-Jun,Scheduled-time (e.g. |  brew coffee at 7 am),"[[6, 7, 8, 9], [6, 10], [], [], [], [], [6], [8, 9, 10], [], [], [], [], [6, 9, 10], [], [], [], [], [], [], [9], [6, 7, 9], [], [], [6, 8, 9, 10], [], [6, 10], [8, 9, 10], [8]]",t_switch1.switchState.getValue() == 'on'
35,273,r-2mzjport1hvxhfz,night,Night,switch,on,curtain/shade close,Shades/Blinds,contact,close,contactSensor1.closed(),,FD,Anytime,20-6,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [20, 23], [], [5, 21], [20, 23], [], [], [0, 1, 4, 23], [22], [], [2, 5], [0, 2, 4, 22], [], [], [], [], [], [1], [3, 5], [], [3], [], [23], [], [], [2, 3, 23], []]",t_switch1.switchState.getValue() == 'on'
36,275,r-20nebgwf7zysh3z,it is 10:00 AM,Morning,switch,on,open Bedroom_Shade to a preset position AND unmute the speaker,Shades/Blinds,contact,open,contactSensor1.open(),,FW,Weekday,11-Jun,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [10], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",t_switch1.switchState.getValue() == 'on'
36,276,r-20nebgwf7zysh3z,it is 12:00 AM,Midnight,switch,on,Turn the TV off AND Toggle bulb off,Smart TV && Light Bulb,switch && switch,off-off,switch1.off() && switch2.off(),,FW,Anytime,20-6,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [], [], [], [], [], [], [0], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",t_switch1.switchState.getValue() == 'on'
37,277,r-24q0mhp98xnrlwz,Air_Conditioner.swtch is off AND Time is 5:00pm,Air Conditioner && Evening,temperature && switch,off-on,Air_Conditioner.switch = on,Air Conditioner,thermostat,on,thermostat1.auto(),,FD,Weekday,11-Jun,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [17], [17], [17], [], [17], [17], [], [17], [], [17], [17], [17], [17], [17], [], [17], [], [], [17], [], [], [17]]
",t_thermostat1.thermostatMode == 'off'
37,278,r-24q0mhp98xnrlwz,Air_Conditioner.swtch is on AND Time is 9:00am,Air Conditioner && Morning,temperature && switch,on-on,Air_Conditioner.switch = off,Air Conditioner,thermostat,off,thermostat1.off(),,FD,Weekday,17-20,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [21], [21], [21], [], [21], [], [], [], [], [21], [], [], [21], [21], [], [21], [21], [], [], [], [], [21], [], [21], []]
",t_thermostat1.thermostatMode == 'auto'
37,279,r-24q0mhp98xnrlwz,Air_Conditioner.swtch is on AND Air_Conditioner.temperature < 70F,Air Conditioner,temperature,lesser,Air_Conditioner.airConditionerMode = heat,Air Conditioner,thermostat,heat,thermostat1.setHeatingSetpoint(55),,FD,Anytime,not sure,Executed at random (e.g. |  every time I enter the room),"[[], [], [3], [10, 17, 19], [], [2, 9, 15, 23], [5, 6, 11], [9], [0, 4, 16], [0], [], [1, 14, 15, 19], [10], [15], [11, 14], [6, 8], [0], [], [], [], [], [15, 16, 18], [], [], [], [], [], [2, 3, 7, 8]]",t_thermostat1.thermostatMode == 'auto' && t_thermostat1.currentTemperature.toInteger() < 70
37,280,r-24q0mhp98xnrlwz,Coffee_Maker is off and Time is 7:00am,Coffee Maker && Morning,switch && switch,off-on,Coffee_Maker.switch = on,Coffee Maker,switch,on,switch1.on(),,FD,Weekday,11-Jun,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [7], [], [7], [7], [], [7], [7], [], [], [7], [], [7], [], [7], [7], [7], [], [], [], [7], [], [], [], [], [], [], [7]]
",t_switch1.switchState.getValue() == 'off'
37,281,r-24q0mhp98xnrlwz,Living_room.Light_Bulb.switch = off and Living_room.motion_sensor.motion==True,Light Bulb && Motion Sensor,switch && motion,off-active,Living_room.Light_Bulb.switch = on,Light Bulb,switch,on,switch1.on(),,FD,Weekday,anytime,Manually-triggered (e.g. |  a button press),"[[1, 3, 19, 22], [], [], [16, 17, 20], [1, 7, 22], [7], [], [12, 15, 21, 22], [], [13], [], [], [3, 7, 8, 9], [], [], [5, 7, 21], [], [], [5, 15], [], [], [], [], [8, 10, 18, 19], [6, 10], [], [], [6]]",t_switch1.switchState.getValue() == 'off' && t_motionSensor1.motion == 'active'
