UserId,Number,ResponseId,Intersection: 0 = common; 1 = unique,Common app name,Public Smart Apps,Trigger,Action,Trigger Devices,Trigger Capabilities,Trigger Conditions,Action Devices,Action Capabilities,Action Inputs,Trigger Variables,Action Variables,Extra Comment,Frequency,Weeks,Time,Schedule,Execution Indicator
27,185,r-dbdobkkronxgv05,0,Goodnight Ubi,Smart Light Timer,it is night and the temperature drops below 32 degrees,turn on the heater,Night && Temperature Sensor,switch && temperature,t_temperatureMeasurement1.currentTemperature.toInteger() < 60,Heater,switch,switch1.on(),on-lesser,on,,FM,Anytime,20-6,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [4, 5, 20], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
27,186,r-dbdobkkronxgv05,0,Goodnight Ubi,Turn Off With Motion,it is night and the temperature rises above 90 degrees,turn on the AC,Night && Temperature Sensor,switch && temperature,t_temperatureMeasurement1.currentTemperature.toInteger() < 90,Air Conditioner,thermostat,thermostat1.auto(),on-greater,auto,,FM,Anytime,20-6,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [0, 1, 5, 20, 23], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
27,187,r-dbdobkkronxgv05,1,,,if the dryer is done (can I do this for my washer |  too?),send a text to my phone,Clothes Dryer,dryerOperatingState,t_dryerOperatingState1.MachineState == 'finished',Phone,notification,notify_phone(),finished,notify,,FW,Anytime,"13-17,17-20,20-6",Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [0, 13, 17], [], [], [], [], [], [], [], [], [], [], [], [], [], [4, 15, 18], [15, 18, 22], [], [], [], [], [], [], []]"
27,188,r-dbdobkkronxgv05,1,,,I'm not at home for 15 minutes (possibly use phone GPS?) AND my door is unlocked,lock the door,Door Lock && null,lock && locationMode,location.mode == 'Away' && t_lock1.lock == 'unlocked',Door Lock,lock,lock1.lock(),unlocked-away,lock,,FM,Anytime,"6-11,11-13,13-17",Executed at random (e.g. |  every time I enter the room),"[[], [], [7], [], [], [12], [], [], [], [], [15], [], [], [], [], [], [], [], [], [], [], [8], [], [], [11], [], [], []]"
27,189,r-dbdobkkronxgv05,0,Ridiculously Automated Garage Door,,I'm not at home for 15 minutes AND the garage door is open,close the garage door and lock it,Garage Door Opener && null,contact && locationMode,location.mode == 'Away' && t_contactSensor1.contact == 'open',Garage Door Opener,door,doorControl1.closed(),open-away,close,,FM,Anytime,"6-11,11-13,13-17",Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [8, 11, 13], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
28,190,r-2tqt79dqgpiwrq5,0,Smart turn it on,,My alarm goes off,Open the window shade,Security Alarm,switch,t_switch1.switchState.getValue() == 'on',Shades/Blinds,contact,contactSensor1.open(),on,open,,FD,Anytime,"11,Jun",Executed at random (e.g. |  every time I enter the room),"[[9], [7, 8, 10], [], [7], [6, 7, 9], [6, 7, 8], [6, 9], [9], [], [9], [6, 8, 9], [6, 7, 9, 10], [], [9], [], [6, 8, 10], [6, 9, 10], [7, 10], [], [], [], [], [6, 7], [6], [], [], [8, 9], [6, 8, 9]]"
28,191,r-2tqt79dqgpiwrq5,1,,,The sleep monitor detects that I am awake,heat water with kettle,Sleep Monitor,sleeping,t_sleepSensor1.sleeping == 'sleeping',Water Heater,switch,switch1.on(),sleeping,on,,MD,Anytime,"11,Jun",Executed at random (e.g. |  every time I enter the room),"[[], [], [6, 7, 8, 9], [], [6, 9], [6, 7, 9, 10], [], [6, 7, 8, 9], [7, 8, 9, 10], [], [6, 7, 8, 9], [7, 8, 9, 10], [], [], [6, 7, 8, 9, 10], [], [7, 8, 9, 10], [6, 7, 9], [], [], [6, 7, 8, 9, 10], [6, 7, 8, 9], [], [6, 7, 9], [], [6, 7, 9, 10], [], []]"
28,192,r-2tqt79dqgpiwrq5,1,,,The sleep monitor detects that I am awake,Have the smart TV turn to the news channel,Sleep Monitor,sleeping,t_sleepSensor1.sleeping == 'not sleeping',Smart TV,tvChannel,switch1.on(),not_sleeping,fixed_number,,FD,Anytime,"11,Jun",Executed at random (e.g. |  every time I enter the room),"[[6, 7], [], [], [6, 8], [], [], [], [], [8, 9, 10], [10], [], [], [], [6, 7], [], [], [], [], [], [], [], [6, 8, 9], [], [9], [8, 9, 10], [], [9], [6, 7]]"
28,193,r-2tqt79dqgpiwrq5,1,,,Door is open and it is between 8-9:00AM,Turn car on and open garage door,Door Sensor,door,t_door1.door == 'open',Car Automation,door,doorControl1.open),open,open,&& (time >= 800 && time <= 900),MD,Weekday,anytime,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [8], [], [], [], [], [8], [], [8], [], [8], [], [], [], [], [8], [8], [], [8], [8], [], [8], [8]]"
28,194,r-2tqt79dqgpiwrq5,0,Smart turn it on,,It is 8:00PM,Turn smart TV on to CNN,Night,switch,t_switch1.switchState.getValue() == 'on',Smart TV,switch,switch1.on(),on,on,time == 2000,FD,Anytime,"17-20,20-6",Scheduled-time (e.g. |  brew coffee at 7 am),"[[20], [20], [], [], [], [], [], [20], [20], [20], [], [20], [], [], [20], [], [], [20], [], [], [20], [20], [], [], [], [20], [20], []]
"
28,195,r-2tqt79dqgpiwrq5,1,,,The sleep monitor detects I am asleep,Switch electric blanket on,Sleep Monitor,sleeping,t_sleepSensor1.sleeping == 'sleeping',Electric Blanket,switch,thermostat1.heat(),sleeping,on,,FD,Anytime,20-6,Executed at random (e.g. |  every time I enter the room),"[[2, 3, 20, 21], [1, 20, 21, 22], [3, 4, 21], [2], [21], [0, 2, 3, 5, 22], [5, 20, 22], [], [1, 23], [0, 1, 5, 22], [], [1, 20, 21, 22], [], [], [], [4, 21], [20, 23], [0], [20, 21], [5, 20, 21, 22], [], [1, 2, 4, 21], [], [0, 5, 20, 22, 23], [5], [0, 2, 4], [], [2, 4, 20, 21]]"
28,196,r-2tqt79dqgpiwrq5,1,,,If air quality is below standard,Turn air purifier on,Air Purifier,airQuality,t_airQualitySensor1.airQuality >5,Air Purifier,switch,switch1.on(),lesser,on,,FD,Not sure,not sure,Executed at random (e.g. |  every time I enter the room),"[[5], [], [], [], [], [], [], [9], [0, 2, 3, 4], [0, 7, 15, 20, 23], [9, 10, 22, 23], [], [3, 4], [6, 7, 12, 15], [9, 13, 15], [13, 19], [], [0, 6, 7, 17, 23], [14, 18], [], [], [], [8, 10, 11, 17], [], [], [], [], []]"
28,197,r-2tqt79dqgpiwrq5,0,Smart turn it on,,It is 12:00PM,Turn on robot and set mode to auto,Noon,switch,t_switch1.switchState.getValue() == 'on',Robot Vacuum,switch,switch1.on&& switch1.setMode('auto'),on,on,time == 1200,FD,Anytime,"13,Nov",Scheduled-time (e.g. |  brew coffee at 7 am),"[[12], [], [], [12], [12], [], [12], [], [12], [12], [12], [], [], [12], [], [], [], [], [], [12], [], [], [12], [12], [], [12], [12], [12]]
"
29,198,r-1jvctezkfloduml,0,Smart turn it on,,TIME == 6:00 AM,LIGHT BULB.switch(on),Morning,switch,t_switch1.switchState.getValue() == 'on',Light Bulb,switch,switch1.off(),on,on,,FW,Anytime,"11,Jun",Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [6], [], [], [], [], [], [], [6], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
29,199,r-1jvctezkfloduml,0,Smart turn it on,,(!Bedroom.MOTION SENSOR.motion),LIGHT BULB.switch(on),Motion Sensor,motion,t_motionSensor1.motion=='active',Light Bulb,switch,switch1.off(),active,on,,FD,Anytime,"11-13,13-17,17-20,20-6",Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [12, 15, 19, 20], [], [5, 11, 16, 17], [], [], [12, 13, 18, 22], [4, 12, 14, 18], [], [12, 14, 17, 21], [5, 11, 14, 18], [], [11, 15, 18, 20], [], [], [5, 12, 15, 18], [11, 14, 18, 21], [], [11, 13, 17, 22], [], [], [11, 14, 19, 20], [3, 12, 13, 17], []]"
29,200,r-1jvctezkfloduml,1,,,Pulse Monitor < 50,Call emergency contact,Pulse Monitor,pulse,t_switch1.switchState.getValue() == 'on',Phone,notification,notify_phone(),lesser,notify,,NS,Not sure,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [15], [], [1, 4, 10, 23], [0, 5, 16, 22], [], [], [], [], [], [], [1, 12], [], [], [], [], [], [], [], [], [], [], [], []]"
29,201,r-1jvctezkfloduml,1,,,(!MOTION SENSOR.motion),ROBOT VACUUM.switch(),Motion Sensor,motion,t_motionSensor1.motion=='active',Robot Vacuum,switch,switch1.on(),active,on,,FD,Anytime,"11-13,13-17",Executed at random (e.g. |  every time I enter the room),"[[], [12, 15], [12, 16], [12, 13, 15], [12, 13], [], [], [], [], [], [11, 14, 16], [], [], [12, 13], [], [], [], [11, 13, 14], [11, 15], [11, 13], [], [], [11, 14], [], [11, 15], [12, 13, 15], [], [12, 15, 16]]"
30,202,r-2roqehi46yvdthx,0,Bon Voyage,,It is morning and user leaves home,turn off lights,Morning && null,switch && locationMode,location.mode == 'home',Light Bulb,switch,switch1.off(),on-away,off,"time == ""morning"" and ",FW,Weekday,"11,Jun",Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [], [], [], [], [], [], [6, 7, 8, 10], [6], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
30,203,r-2roqehi46yvdthx,0,Bon Voyage,,Nobody is in the home,turn off lights,null,locationMode,location.mode == 'away',Light Bulb,switch,switch1.off(),away,off,,FD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[0, 18], [0, 22], [], [], [1, 17], [], [13, 22], [2, 20], [], [], [9], [0, 9, 10, 14, 19], [], [14, 18], [2, 3, 17], [], [], [5, 7, 15, 21, 23], [], [], [9], [8, 23], [6, 11, 21], [2, 9], [1, 2, 7, 11], [19, 22], [3, 6], [7, 16, 17, 22]]"
30,204,r-2roqehi46yvdthx,1,,,user opens door,turn on lights,Door Sensor,door,t_door1.door == 'open',Light Bulb,switch,switch1.on(),open,on,,MD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[6, 7, 9, 11, 13, 16, 18, 19, 21], [], [], [], [], [0, 4, 7, 12, 13, 16, 19, 22], [], [], [], [1, 2, 9, 10, 14, 15, 17, 22], [0, 2, 7, 9, 10, 14, 16, 23], [6, 11, 13, 14, 22], [], [4, 14, 16, 17, 18, 23], [2, 5, 7, 8, 11, 12], [], [1, 6, 8, 9, 23], [2, 7, 8, 16, 20], [], [4, 6, 7, 9, 10, 17, 22, 23], [4, 8, 17, 18, 19], [], [0, 3, 9, 12, 17, 21, 23], [7, 8, 9, 10, 17, 19, 20, 22], [1, 6, 11, 13, 19], [2, 3, 7, 14, 17, 18, 20], [], [5, 12, 14, 17, 20, 23]]"
30,205,r-2roqehi46yvdthx,1,,,user leaves home AND cooktop is on,notify user on smartphone,Induction CookTop && null,switch && locationMode,location.mode == 'away' && t_switch1.switchState.getValue() == 'on',Phone,notification,notify_phone(),on-away,notify,,FM,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [9], [], [], [], [], [], [], [], [], [], [], [], [], [12], [], [], [], [], [], [], [], [12], [], [], [14], [16], []]"
30,206,r-2roqehi46yvdthx,1,,,it has been a day since last cleaning,switch on robot vacuum AND setRobotCleanerCleaningMode to Auto,Robot Vacuum,switch,t_switch1.switchState.getValue() == 'on',Robot Vacuum,switch,switch1.on&& switch1.setMode('auto'),on,on,,FW,Anytime,"13,Nov",Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [11], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [11], [], [], [], [], [], [], []]"
30,207,r-2roqehi46yvdthx,0,Auto Humidity Vent,,Humidity too low,switch on humidifier,Humidity Sensor,humidity,t_relativeHumidityMeasurement1.humidity < 5,Humidifier,switch,switch1.on(),lesser,on,,FD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[6, 11, 20], [0, 2, 3, 21], [22], [], [1, 3], [], [1, 4, 16, 21], [], [], [0, 2, 6, 11, 21], [], [], [9, 15, 18, 22, 23], [4, 8, 14, 17, 18], [], [22], [], [], [], [2, 11, 13], [7, 9, 18], [], [8], [1, 10, 21], [4], [], [], [11]]"
30,208,r-2roqehi46yvdthx,0,Auto Humidity Vent && It's Too Hot,,Humidity too high AND temperature too high,switch on air conditioner,Humidity Sensor && Temperature Sensor,humidity && temperature,t_relativeHumidityMeasurement1.humidity > 5 && t_temperatureMeasurement1.currentTemperature.toInteger() > 80,Air Conditioner,thermostat,thermostat1.auto(),greater-greater,auto,,FD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [10], [2, 23], [8, 9, 12, 19], [], [4, 14, 16, 18], [19, 23], [11], [4], [], [12, 18, 23], [], [6, 16], [10, 11, 14, 19, 23], [2, 4, 6], [23], [], [0, 11], [7], [12], [], [3, 5, 16, 22], [11, 12, 22, 23], [5], [4, 10, 11, 14], [11, 12], [2, 6, 10, 17], []]"
30,209,r-2roqehi46yvdthx,1,,,user wakes up,make coffee,Sleep Monitor,switch,t_sleepSensor1.sleeping == 'not sleeping',Coffee Maker,switch,switch1.on(),not_sleeping,on,,FW,Anytime,"11,Jun",Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [], [], [], [], [], [], [7, 8], [10], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
30,210,r-2roqehi46yvdthx,0,Bon Voyage,,if user leaves house,lock doors to house,null,locationMode,location.mode == 'away',Door Lock,lock,lock1.lock(),away,lock,,FD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[1], [7, 23], [0, 1, 20], [4], [1, 10, 23], [], [], [], [2, 5, 14, 18], [], [], [], [6, 16, 21], [10, 11, 22], [], [12], [15, 17, 23], [10, 11], [4, 5, 13, 23], [], [], [9, 13, 14, 16], [], [1], [6, 8, 22], [3, 4], [4, 20], [15, 21, 22]]"
30,211,r-2roqehi46yvdthx,1,,,if any sensor is outside norm,notify user,null,locationMode,location.mode == 'away',Phone,notification,thermostat1.off(),away,notify,,FM,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[0, 7, 17, 18, 19, 23], [2, 6, 7, 13, 14], [], [], [], [1, 17, 21, 22], [3, 6, 12, 13, 14], [0, 10, 11, 12, 13, 15, 22], [3, 4, 6, 9, 12, 13], [], [], [], [], [], [3, 8, 11, 15, 16, 19, 21], [0, 3, 7, 12, 13, 14, 20], [], [0, 6, 8, 13, 14, 23], [], [], [0, 4, 6, 9, 12, 13, 16, 17, 21], [1, 4, 5, 6, 9, 16, 19, 21], [], [], [7, 10, 18, 23], [2, 8, 12, 14, 15], [], []]"
30,212,r-2roqehi46yvdthx,1,,,if air purifier quality is low,purify air,Air Purifier,airQuality,t_airQualitySensor1.airQuality >5,Air Purifier,switch,switch1.on(),lesser,on,,MD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[2, 5, 7, 8, 10, 11, 13, 14, 16], [], [4, 12, 14, 16, 17, 20, 21], [], [], [], [0, 4, 5, 6, 11, 15, 18], [], [0, 6, 9, 15, 16, 18, 22], [4, 6, 10, 17, 18, 20, 22], [], [], [2, 6, 7, 12, 15, 16, 20, 21], [], [0, 1, 2, 8, 12, 23], [4, 5, 6, 8, 11, 14, 23], [0, 5, 8, 13, 17, 19, 21], [0, 2, 5, 8, 16, 17, 20, 21], [], [], [], [], [], [], [2, 7, 10, 12, 16, 20, 22], [2, 7, 9, 10, 14, 15, 18, 22], [1, 5, 6, 9, 10, 19, 22], [4, 5, 8, 11, 13, 15, 19, 23]]"
30,213,r-2roqehi46yvdthx,1,,,sleep monitor detects sleeping in specific,turn off lights in specific room,Sleep Monitor,sleeping,t_sleepSensor1.sleeping == 'sleeping',Light Bulb,switch,switch1.off(),sleeping,off,,FW,Anytime,20-6,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [2, 5, 23], [], [], [], [], [], [3, 5, 20, 21], []]"
30,214,r-2roqehi46yvdthx,1,,,motion at front door,turn on lights AND notify user,Motion Sensor,motion,motionSensor1.motion=='active',Light Bulb && Phone,switch && nofication,switch1.on() && notify_phone(),active,on-notify,,MD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[4, 7, 11, 13, 14, 18], [3, 9, 10, 14, 19, 22], [], [4, 6, 9, 13, 18], [3, 6, 9, 11, 16, 17], [5, 7, 11, 16, 19], [2, 12, 13, 19, 21, 23], [1, 2, 3, 5, 7, 17, 22], [0, 2, 5, 19, 23], [], [], [], [1, 3, 11, 12, 13, 19, 20], [], [0, 7, 17, 19, 22], [1, 2, 3, 4, 7, 14, 15, 22], [1, 3, 4, 5, 7, 10, 14], [], [0, 2, 12, 18, 22], [3, 5, 10, 20, 21], [2, 6, 7, 8, 9, 13, 18, 23], [1, 4, 11, 16], [], [0, 1, 3, 6, 8, 11, 21], [1, 5, 6, 7, 8, 13, 18, 21], [], [], []]"
31,215,r-sdzxdocunidjldj,0,Smart turn it on,,it is time for me to wake up (e.g. my morning alarm goes off),turn the coffee maker on AND open my windowShade.,Morning Alarm,alarm,alarm1.alarm == 'siren',Coffee Maker && Shades/ Blinds,switch && contact,switch1.on() && contactSensor1.open(),siren,on-open,"time == ""morning""",FW,Weekday,"11,Jun",Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [7, 8, 9, 10], [], [], [], [], [], [], [], [6, 8, 10], [], [], [], [], [], [], [6, 8, 10], [], [], [], [], [], [8], [6]]"
31,216,r-sdzxdocunidjldj,1,,,I put my phone on Do Not Disturb AND I start charging it (e.g. I go to bed),lock my house |  close the garage door |  turn off all of the lights |  turn off the coffeeMaker |  turn off the smartTV |  turn off the speaker |  close my windowShade |  and turn off the Gas Stove. (Note: If any of these are already off |  they will remain off),Night,switch,lock1.lock() && doorControl1.close() && switch1.off(); switch2.off();switch3.off() && contactSensor1.closed(),Coffee Maker && Door Lock && Garage Door Opener && Light Bulb && Shades/Blinds && Smart TV,switch && lock && door && switch && contact && switch,lock1.lock() && doorControl1.close() && switch1.off(); switch2.off();switch3.off() && contactSensor1.closed(),on,off-lock-closed-off-close-off,"time == ""night""",FD,Anytime,20-6,Manually-triggered (e.g. |  a button press),"[[3, 5, 21], [], [], [1], [1, 2, 4], [], [], [3, 22], [2, 3, 4, 21], [], [23], [], [0, 1, 20, 21, 23], [], [23], [4, 5, 22], [21, 23], [2, 3, 4, 21], [1, 2, 21, 23], [], [20, 21, 22, 23], [], [], [1, 2, 20, 22], [3, 20, 23], [2, 4, 23], [4, 21, 22], []]"
31,217,r-sdzxdocunidjldj,1,,,securityAlarm AND no one is home,email me the alarm information AND text me AND call me AND Lock the doors AND (turn on all of the lights AND set the lights to strobe blue and red) AND put the speaker on high volume to a random station AND turn on the Smart TV AND open all of the blinds AND alert the police.,Security Alarm && null,alarm && locationMode,alarm1.alarm == 'siren' && location.mode == 'Away',Door Lock && Light Bulb && Smart TV && Speaker,lock && switch && switch && switch,notify_phone() switch1.on() && lock1.lock() && switch2.on() &&switch3.on(),siren-away,lock-on-on-on,,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [19], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
31,218,r-sdzxdocunidjldj,1,,,family is on vacation AND it is morning,turn off Air Cooler AND open shades AND turn on radio for 1 hour AND send sensor information in email,Morning && null,switch && locationMode,location.mode == 'Vacation',Air Cooler && Audio Player && Phone && Shades/Blinds,switch && switch && notification && contact,switch1.on() && contactSensor1.open() && notify_phone(),on-vacation,off-on-notify-open,"&& time == ""morning""",NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [1, 12, 15, 16, 23], [], [], [], [], [], [], [], [8, 11, 20], [], [], [13, 20], [], [], [], [8], [], [8, 12, 18], [], [], [], [], []]"
31,219,r-sdzxdocunidjldj,1,,,family is on vacation AND it is night,close shades AND turn on Lights for 4 hours AND turn on radio for 1 hour AND send sensor information in email,Night && null,switch && locationMode,location.mode == 'Vacation',Light Bulb && Phone && Shades/Blinds,switch && notification && contact,contactSensor1.closed() && switch1.on() && notify_phone(),on-vacation,on-notify-closed,"&& time == ""night""",NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [3, 11, 19], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [4, 5, 6, 7, 16], [], [], [], [8, 13], [], [], []]"
31,220,r-sdzxdocunidjldj,1,,,it is going to be cold tomorrow,send alert to my phone to bring a coat AND warm house up when needed,External Temperature Low,switch,t_switch1.switchState.getValue() == 'on',Phone && Thermostat,notification && thermostat,notify_phone() &&thermostat.auto(),on,notify-auto,,FW,Anytime,"6-11,11-13",Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [9, 12], [], [], [], [], [], [], [7, 12], [], [], [], [], [], [], [], [], [], [], [], [], [], [6, 11], []]"
31,221,r-sdzxdocunidjldj,1,,,it is going to rain tomorrow,remind me to bring an umbrella AND close my doors AND close my windows,Weather Station,rain,t_switch1.switchState.getValue() == 'on',Contact && Door Sensor && Phone,contact && door && notification,notify_phone() && doorControl1.closed() && contactSensor1.close(),on,close-close-notify,,FW,Anytime,"6-11,20-6",Scheduled-time (e.g. |  brew coffee at 7 am) | Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [4, 8], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [8, 9, 20], [], [], [], [], [], [], []]"
31,222,r-sdzxdocunidjldj,1,,,(welcomed) guest at door,unlock door AND text me,Doorbell,button,t_alarm1.alarm=='siren',Door Lock && Phone,lock && notification,lock1.unlock() && notify_phone(),pushed,unlock-notify,,FW,Weekend,"11-13,13-17,17-20",Scheduled-time (e.g. |  brew coffee at 7 am) | Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [12, 14, 17], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
32,223,r-snlsfkgrouxomhx,0,Ridiculously Automated Garage Door,,Car presence AND Car on,Open Garage,Presence Sensor,presence,t_presenceSensor1.presenceState.getValue() == 'present',Garage Door Opener,door,doorControl1.open(),present,open,,FD,Anytime,"6-11,20-6",Executed at random (e.g. |  every time I enter the room),"[[], [], [], [3, 7, 22], [5, 7, 8, 22], [2, 4, 6], [], [], [], [], [4, 9], [9, 10, 23], [], [1, 7, 10], [8, 9, 20], [], [0, 8, 9], [], [], [2, 3, 10], [], [5, 9], [], [9, 23], [3, 8], [7, 8, 22, 23], [], [2, 9, 10]]"
32,224,r-snlsfkgrouxomhx,0,Bon Voyage,,<device> NOT presence,lock Door,Presence Sensor,presence,t_presenceSensor1.presenceState.getValue() == 'not present',Door Lock,lock,lock1.lock(),not_present,lock,,FD,Anytime,"6-11,20-6",Executed at random (e.g. |  every time I enter the room),"[[0, 1, 6, 10], [6, 21], [2, 3, 6, 10], [5, 9], [], [2, 7, 20], [], [0, 8], [0, 8], [2, 6, 10], [], [], [], [], [1, 7, 10], [], [9, 23], [0, 4, 7], [0, 6, 7], [], [7, 20], [3, 6, 10], [0, 1, 7, 8], [3, 9], [], [], [], []]"
33,225,r-1qrbcgnonzkg8rw,1,,,it is night AND the Open/Close Sensor is Open,turn on an alarm,Contact Sensor && Night,contact && switch,t_contactSensor1.contact == 'open',Security Alarm,alarm,alarm1.siren(),open-on,both,"time == ""night"" && ",FD,Anytime,20-6,Executed at random (e.g. |  every time I enter the room),"[[], [1, 3, 5, 20, 21], [4], [], [0, 3, 4], [4, 5, 20], [], [0], [], [4], [1, 4, 5, 22], [4, 22, 23], [], [0, 2], [0, 2, 4, 20], [21], [], [3, 23], [5, 22], [], [], [], [], [], [1, 5], [2], [], [0, 2, 3, 21]]"
33,226,r-1qrbcgnonzkg8rw,0,Auto Humidity Vent,,the Humidity Sensor is registering High,turn off the Smart Mirror,Humidity Sensor,humidity,t_relativeHumidityMeasurement1.humidity > 5,Smart Mirror,switch,switch1.off(),greater,off,,FD,Anytime,"11,Jun",Executed at random (e.g. |  every time I enter the room),"[[6], [], [7], [], [], [6, 8, 10], [6, 10], [7, 9, 10], [], [], [], [8], [6, 7, 8, 10], [6, 9, 10], [], [10], [6, 7, 10], [], [8, 9, 10], [], [6, 7, 8, 10], [6, 7, 9], [7, 9, 10], [], [], [], [], []]"
33,227,r-1qrbcgnonzkg8rw,1,,,the Refrigerator door is open,turn on an alarm,Refrigerator,door,t_door1.door == 'open',Security Alarm,alarm,alarm1.strobe(),open,both,,FD,Anytime,"6-11,11-13,17-20",Executed at random (e.g. |  every time I enter the room),"[[], [10, 12, 19], [10, 11, 19], [], [8, 11, 17], [9, 12, 18], [8, 11, 19], [], [6, 12, 18], [], [9, 12, 18], [], [9, 11, 17], [6, 11, 18], [7, 12, 19], [9, 12, 18], [], [9, 12, 19], [10, 11, 18], [8, 12, 19], [10, 11, 18], [], [], [], [9, 12, 19], [], [7, 12, 19], []]"
33,228,r-1qrbcgnonzkg8rw,1,,,the Doorbell is triggered,turn on the Security Camera,Doorbell,button,t_button1.buttton == 'pushed',Security Camera,switch,switch1.on(),pushed,on,,FW,Weekday,"13-17,17-20",Manually-triggered (e.g. |  a button press),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [13, 14, 17, 19], [], [], [], [], [], [], [], [], [], [], [], [], [16, 17], [13, 19]]"
34,229,r-1iorc2uhqakwmcw,0,Smart turn it on,,it is when my alarm is set to go off AND it is a weekday,Coffee Maker switch on AND Thermostat setHeatingSetpoint +3 degrees AND Light Bulb setMode Morning,Security Alarm,alarm,t_alarm1.alarm == 'siren',Coffee Maker && Light Bulb && Thermostat,switch && switch && thermostat,switch1.on() && thermostat1.setHeatingSetPoint(75) && switch2.on(),siren,on-on-heat,,FW,Weekday,"11,Jun",Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [6, 8, 10], [], [], [], [], [], [], [], [], [], [], [], [], [], [6, 8, 10], [6, 10], [], [], [], [], [], [7], []]"
34,230,r-1iorc2uhqakwmcw,0,BeaconThings Manager,,Beacon Device senses phone presence outside front door AND it is weekday,Thermostat setHeatingSetPoint -3 degrees AND Light Bulb switch off AND Bread Maker switch on AND Bread Maker setCompletionTime 5 pm,Beacon Device,presence,t_presenceSensor1.presenceState.getValue() == 'present',Bread Maker && Light Bulb && Thermostat,switch && switch && thermostat,thermostat1.setHeatingSetpoint(70) && switch1.on() && switch2.off(),present,on-off-cool,,FW,Weekday,"11,Jun",Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [6], [], [], [], [], [], [], [], [], [], [], [], [], [7, 10], [], [], [], [], [], [], [], []]"
34,231,r-1iorc2uhqakwmcw,0,BeaconThings Manager,,Beacon Device senses phone presence outside front door AND it is evening,Thermostat setHeatingSetPoint +3 degrees AND Light Bulb switch on AND Bread Maker sessionStatus stop,Beacon Device && Evening,presence && switch,t_presenceSensor1.presenceState.getValue() == 'not present',Bread Maker && Light Bulb && Thermostat,switch && switch && thermostat,thermostat1.setHeatingSetpoint(63) && switch1.on() && switch2.off(),not_present-on,off-on-heat,,FW,Weekday,13-17,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [14, 15, 16], [13, 14, 15], [], [], [], [], [], [], [13, 14, 15, 16], [], [], [], [], [], [], [13, 15, 16], [], [], [], [], [], [13, 14, 15], []]"
